source_city,destination_city,cabin_class,season,demand,days_left,distance,duration,stops,price
Dubai,New York,Business,Shoulder,High,24,11000,885,Non-stop,8359.56
Dubai,Singapore,Economy,Peak,High,22,5800,697,1 stop,1867.91
Dubai,Mumbai,Economy,Shoulder,Medium,2,1900,349,1 stop,468.22
Dubai,Mumbai,First,Low,High,48,1900,202,Non-stop,1834.96
Dubai,Tokyo,First,Low,Low,47,8000,1006,2+ stops,2923.23
Dubai,Mumbai,Economy,Low,Medium,43,1900,202,Non-stop,238.51
Dubai,Mumbai,Business,Shoulder,Medium,18,1900,479,2+ stops,602.07
Dubai,New York,Economy,Peak,High,26,11000,885,Non-stop,3791.72
Dubai,New York,Economy,Shoulder,Medium,14,11000,1354,2+ stops,750.05
Dubai,Delhi,Economy,Low,High,1,2200,358,1 stop,509.52
Dubai,Delhi,Business,Low,Medium,29,2200,225,Non-stop,1064.26
Dubai,Mumbai,Economy,Shoulder,Medium,15,1900,405,1 stop,255.88
Dubai,Delhi,Economy,Peak,Medium,51,2200,375,1 stop,408.35
Dubai,Delhi,Economy,Peak,High,32,2200,481,2+ stops,482.37
Dubai,Tokyo,Economy,Low,Medium,42,8000,927,2+ stops,837.79
Dubai,Los Angeles,Economy,Low,High,1,13400,1065,Non-stop,4111.2
Dubai,Mumbai,Economy,Low,High,33,1900,202,Non-stop,290.01
Dubai,Los Angeles,Business,Low,High,1,13400,1065,Non-stop,12934.95
Dubai,Los Angeles,Economy,Low,Medium,35,13400,1283,1 stop,1340.0
Dubai,Tokyo,Economy,Peak,Low,16,8000,660,Non-stop,1567.03
Dubai,Frankfurt,Economy,Peak,High,2,4800,600,1 stop,2755.66
Dubai,Frankfurt,Economy,Shoulder,High,27,4800,652,1 stop,1054.91
Dubai,Mumbai,Economy,Peak,Low,59,1900,536,2+ stops,227.76
Dubai,Sydney,Economy,Low,Low,30,12000,1163,1 stop,771.5
Dubai,Singapore,Economy,Peak,High,18,5800,640,1 stop,1845.29
Dubai,Tokyo,Economy,Peak,Medium,18,8000,837,1 stop,1471.6
Dubai,Mumbai,Business,Peak,High,10,1900,363,1 stop,1874.82
Dubai,Los Angeles,Economy,Low,High,34,13400,1201,1 stop,2042.96
Dubai,Sydney,First,Shoulder,Medium,17,12000,960,Non-stop,15516.4
Dubai,Frankfurt,Economy,Peak,Medium,11,4800,566,1 stop,1026.42
Dubai,Tokyo,Economy,Peak,Medium,41,8000,660,Non-stop,1312.45
Dubai,London,Economy,Low,Low,46,5500,851,2+ stops,275.7
Dubai,Delhi,Business,Low,High,60,2200,351,1 stop,1005.86
Dubai,New York,Business,Low,Medium,1,11000,1030,1 stop,5813.95
Dubai,London,Economy,Shoulder,High,49,5500,604,1 stop,913.56
Dubai,Los Angeles,Economy,Shoulder,Medium,29,13400,1397,2+ stops,1194.23
Dubai,Mumbai,Business,Peak,High,56,1900,202,Non-stop,2004.27
Dubai,Sydney,Economy,Low,Low,40,12000,960,Non-stop,1221.39
Dubai,London,Business,Peak,Medium,38,5500,472,Non-stop,3426.04
Dubai,Mumbai,Economy,Shoulder,Medium,6,1900,333,1 stop,594.25
Dubai,Frankfurt,Economy,Peak,Medium,43,4800,863,2+ stops,583.83
Dubai,Sydney,Economy,Peak,Medium,55,12000,1191,1 stop,1620.25
Dubai,Sydney,Business,Shoulder,High,35,12000,960,Non-stop,7564.5
Dubai,London,Economy,Shoulder,High,51,5500,472,Non-stop,1742.45
Dubai,Delhi,Economy,Low,Medium,10,2200,669,2+ stops,148.47
Dubai,Tokyo,Economy,Peak,Low,28,8000,874,1 stop,1647.24
Dubai,Mumbai,Economy,Low,Medium,26,1900,202,Non-stop,310.01
Dubai,Delhi,Economy,Low,High,32,2200,399,1 stop,224.07
Dubai,Frankfurt,First,Low,High,49,4800,835,2+ stops,2045.48
Dubai,Frankfurt,Business,Low,Medium,34,4800,634,1 stop,1168.1
Dubai,Mumbai,Business,Peak,High,50,1900,202,Non-stop,2004.86
Dubai,Mumbai,Economy,Low,Medium,36,1900,202,Non-stop,350.45
Dubai,New York,Business,Shoulder,Low,33,11000,1258,2+ stops,2625.28
Dubai,New York,Economy,Low,High,58,11000,1307,2+ stops,709.58
Dubai,Singapore,Economy,Shoulder,High,40,5800,495,Non-stop,1154.64
Dubai,Mumbai,Economy,Low,Medium,19,1900,374,1 stop,252.68
Dubai,Mumbai,Economy,Low,Low,35,1900,366,1 stop,170.44
Dubai,London,Economy,Shoulder,Medium,34,5500,610,1 stop,724.97
Dubai,Frankfurt,Business,Peak,Low,56,4800,586,1 stop,4375.86
Dubai,New York,Economy,Low,Low,50,11000,1099,1 stop,1022.34
Dubai,Delhi,Economy,Peak,Medium,46,2200,225,Non-stop,538.1
Dubai,London,Economy,Low,High,27,5500,631,1 stop,1268.53
Dubai,Sydney,Economy,Low,Medium,36,12000,1259,2+ stops,941.46
Dubai,Mumbai,Economy,Peak,Medium,44,1900,387,1 stop,339.47
Dubai,Tokyo,Economy,Shoulder,Medium,13,8000,660,Non-stop,1719.03
Dubai,Frankfurt,Economy,Low,High,57,4800,707,2+ stops,419.98
Dubai,Tokyo,Business,Low,Low,10,8000,853,1 stop,2764.7
Dubai,Delhi,First,Shoulder,High,38,2200,225,Non-stop,2794.82
Dubai,London,First,Peak,Low,9,5500,705,1 stop,5542.46
Dubai,Delhi,Economy,Peak,Medium,41,2200,478,2+ stops,239.64
Dubai,Sydney,First,Shoulder,Medium,20,12000,960,Non-stop,14346.3
Dubai,Tokyo,Economy,Peak,Medium,58,8000,1003,2+ stops,891.03
Dubai,Los Angeles,Economy,Shoulder,Medium,39,13400,1395,2+ stops,1358.85
Dubai,Sydney,Economy,Low,Low,6,12000,1188,1 stop,1161.33
Dubai,Singapore,First,Peak,Low,23,5800,495,Non-stop,7593.65
Dubai,Singapore,Economy,Peak,High,44,5800,640,1 stop,1485.23
Dubai,Singapore,Economy,Low,Medium,47,5800,833,2+ stops,342.43
Dubai,Tokyo,Business,Peak,Low,19,8000,660,Non-stop,6140.44
Dubai,Singapore,Business,Shoulder,Medium,31,5800,495,Non-stop,3433.12
Dubai,Frankfurt,Business,Low,Low,16,4800,745,2+ stops,1678.48
Dubai,Mumbai,Business,Shoulder,Medium,29,1900,202,Non-stop,1104.97
Dubai,Frankfurt,Business,Peak,High,46,4800,741,2+ stops,3208.21
Dubai,Delhi,Economy,Low,Medium,10,2200,225,Non-stop,323.58
Dubai,Delhi,Economy,Low,Low,20,2200,423,1 stop,217.75
Dubai,Delhi,Economy,Shoulder,Medium,57,2200,225,Non-stop,368.29
Dubai,Singapore,Economy,Peak,Low,50,5800,495,Non-stop,888.93
Dubai,Sydney,Economy,Peak,Medium,31,12000,960,Non-stop,3582.96
Dubai,Sydney,Economy,Peak,High,55,12000,1114,1 stop,2463.87
Dubai,Singapore,Economy,Low,Medium,3,5800,884,2+ stops,793.49
Dubai,Frankfurt,Economy,Low,Medium,15,4800,602,1 stop,706.39
Dubai,London,Economy,Shoulder,High,29,5500,472,Non-stop,1076.2
Dubai,Mumbai,Economy,Peak,Medium,19,1900,202,Non-stop,423.24
Dubai,Singapore,Business,Shoulder,High,33,5800,928,2+ stops,2631.6
Dubai,Tokyo,Economy,Low,High,2,8000,1041,2+ stops,1347.5
Dubai,Delhi,First,Low,Medium,14,2200,541,2+ stops,1068.7
Dubai,New York,Economy,Low,Low,8,11000,885,Non-stop,1353.0
Dubai,Mumbai,Economy,Peak,High,52,1900,511,2+ stops,308.06
Dubai,Delhi,Economy,Peak,Low,24,2200,411,1 stop,326.53
Dubai,Los Angeles,Economy,Low,Medium,34,13400,1246,1 stop,1269.71
Dubai,Sydney,Economy,Peak,High,50,12000,1154,1 stop,2816.72
Dubai,Tokyo,Economy,Shoulder,Medium,46,8000,1061,2+ stops,644.6
Dubai,Frankfurt,Business,Low,Low,22,4800,420,Non-stop,1647.4
Dubai,London,First,Low,Medium,31,5500,472,Non-stop,3304.69
Dubai,New York,Economy,Shoulder,Low,20,11000,1055,1 stop,1343.01
Dubai,New York,Economy,Low,Medium,22,11000,1063,1 stop,1269.38
Dubai,Mumbai,Economy,Peak,High,26,1900,326,1 stop,486.11
Dubai,Tokyo,First,Peak,High,20,8000,934,2+ stops,8840.73
Dubai,New York,Economy,Peak,High,59,11000,885,Non-stop,3233.73
Dubai,Singapore,Economy,Low,High,33,5800,696,1 stop,863.14
Dubai,Los Angeles,Economy,Peak,Medium,6,13400,1065,Non-stop,3078.5
Dubai,Mumbai,Economy,Low,Low,53,1900,558,2+ stops,125.59
Dubai,Sydney,Economy,Shoulder,High,33,12000,1095,1 stop,1675.66
Dubai,Los Angeles,Economy,Shoulder,Medium,20,13400,1367,2+ stops,1850.11
Dubai,Tokyo,Economy,Low,Medium,51,8000,827,1 stop,913.38
Dubai,Los Angeles,Business,Low,High,48,13400,1065,Non-stop,7557.42
Dubai,London,Economy,Peak,High,4,5500,472,Non-stop,2205.57
Dubai,Mumbai,First,Low,Low,54,1900,380,1 stop,1016.15
Dubai,Sydney,Economy,Peak,Medium,60,12000,960,Non-stop,2446.21
Dubai,Sydney,Economy,Low,Medium,59,12000,1091,1 stop,1245.71
Dubai,Mumbai,Business,Peak,Medium,17,1900,202,Non-stop,1646.75
Dubai,Sydney,Economy,Low,Medium,21,12000,960,Non-stop,2033.99
Dubai,Sydney,Economy,Shoulder,Low,18,12000,1148,1 stop,1503.51
Dubai,Frankfurt,First,Low,Low,7,4800,725,2+ stops,1773.17
Dubai,Frankfurt,Economy,Peak,Low,55,4800,420,Non-stop,923.54
Dubai,Mumbai,First,Shoulder,Medium,38,1900,445,2+ stops,948.34
Dubai,Mumbai,Business,Low,Medium,43,1900,202,Non-stop,813.76
Dubai,Sydney,Economy,Shoulder,Low,46,12000,960,Non-stop,1183.03
Dubai,Los Angeles,Economy,Low,Medium,12,13400,1263,1 stop,1953.48
Dubai,Los Angeles,Economy,Peak,Low,58,13400,1065,Non-stop,2546.05
Dubai,Mumbai,Economy,Low,Medium,40,1900,202,Non-stop,190.38
Dubai,Tokyo,Economy,Low,Medium,57,8000,660,Non-stop,1064.64
Dubai,Tokyo,Business,Low,High,48,8000,660,Non-stop,7793.92
Dubai,Tokyo,Economy,Peak,Medium,47,8000,660,Non-stop,1864.4
Dubai,Singapore,Economy,Low,High,3,5800,907,2+ stops,1692.04
Dubai,Tokyo,Economy,Low,High,41,8000,660,Non-stop,1300.35
Dubai,Delhi,Economy,Shoulder,High,31,2200,399,1 stop,412.41
Dubai,Tokyo,Economy,Shoulder,Low,40,8000,1054,2+ stops,598.7
Dubai,Singapore,Economy,Shoulder,High,21,5800,665,1 stop,906.05
Dubai,Delhi,First,Low,High,15,2200,615,2+ stops,1473.38
Dubai,Mumbai,Economy,Low,Medium,30,1900,530,2+ stops,142.15
Dubai,Delhi,Economy,Low,High,31,2200,345,1 stop,302.24
Dubai,Los Angeles,Economy,Shoulder,Low,5,13400,1507,2+ stops,1581.48
Dubai,London,Economy,Peak,Low,42,5500,922,2+ stops,585.37
Dubai,Los Angeles,Economy,Shoulder,Low,9,13400,1065,Non-stop,1434.73
Dubai,Tokyo,Economy,Shoulder,Medium,32,8000,1059,2+ stops,687.67
Dubai,New York,Business,Shoulder,Low,39,11000,885,Non-stop,5361.15
Dubai,Sydney,Economy,Shoulder,Medium,23,12000,1128,1 stop,1495.85
Dubai,New York,Economy,Peak,Medium,13,11000,885,Non-stop,2600.04
Dubai,Los Angeles,Business,Low,High,32,13400,1065,Non-stop,5941.75
Dubai,Sydney,Economy,Peak,Medium,3,12000,960,Non-stop,4331.77
Dubai,Tokyo,Economy,Low,Low,24,8000,932,2+ stops,526.68
Dubai,Singapore,Business,Shoulder,Medium,22,5800,495,Non-stop,3973.41
Dubai,Los Angeles,Business,Peak,Medium,35,13400,1065,Non-stop,9926.67
Dubai,Frankfurt,Business,Shoulder,Medium,46,4800,551,1 stop,2189.34
Dubai,Sydney,Business,Peak,High,6,12000,1090,1 stop,11280.58
Dubai,New York,Economy,Peak,Medium,41,11000,1174,2+ stops,1330.7
Dubai,London,Economy,Peak,Medium,39,5500,895,2+ stops,689.08
Dubai,Singapore,Economy,Peak,High,28,5800,716,1 stop,2574.0
Dubai,Tokyo,Economy,Low,Medium,31,8000,1111,2+ stops,459.48
Dubai,Tokyo,Economy,Shoulder,High,9,8000,1003,2+ stops,998.41
Dubai,Singapore,First,Low,High,3,5800,495,Non-stop,11024.9
Dubai,Delhi,First,Shoulder,High,11,2200,426,1 stop,3086.19
Dubai,London,Economy,Shoulder,High,52,5500,604,1 stop,1442.78
Dubai,Tokyo,Economy,Peak,Medium,16,8000,660,Non-stop,2277.77
Dubai,London,Economy,Peak,High,27,5500,472,Non-stop,2100.49
Dubai,London,Economy,Peak,Medium,58,5500,472,Non-stop,1125.33
Dubai,Mumbai,Business,Shoulder,Medium,58,1900,360,1 stop,971.04
Dubai,Singapore,Economy,Low,Medium,27,5800,933,2+ stops,585.22
Dubai,Delhi,Economy,Peak,Low,50,2200,225,Non-stop,349.56
Dubai,Sydney,Business,Low,Medium,49,12000,1117,1 stop,3546.42
Dubai,New York,Economy,Low,Low,44,11000,1108,1 stop,869.37
Dubai,Los Angeles,Economy,Shoulder,Low,10,13400,1448,2+ stops,1318.92
Dubai,Delhi,Economy,Low,Low,24,2200,437,1 stop,228.87
Dubai,New York,Economy,Low,Medium,32,11000,1037,1 stop,690.35
Dubai,New York,Economy,Shoulder,Medium,45,11000,1025,1 stop,1162.14
Dubai,London,Economy,Shoulder,Medium,59,5500,695,1 stop,773.5
Dubai,Mumbai,Business,Low,Medium,52,1900,202,Non-stop,845.48
Dubai,Frankfurt,Economy,Low,High,58,4800,420,Non-stop,682.0
Dubai,New York,Economy,Shoulder,High,11,11000,1261,2+ stops,1448.2
Dubai,Sydney,First,Shoulder,High,42,12000,1096,1 stop,10823.03
Dubai,London,Economy,Low,Medium,1,5500,636,1 stop,1105.55
Dubai,London,Business,Shoulder,Medium,16,5500,914,2+ stops,1647.01
Dubai,Mumbai,Economy,Low,Low,45,1900,326,1 stop,135.34
Dubai,Los Angeles,First,Shoulder,Low,39,13400,1065,Non-stop,7983.17
Dubai,Sydney,Economy,Low,Low,42,12000,1136,1 stop,1002.52
Dubai,Delhi,Economy,Peak,Low,44,2200,561,2+ stops,253.65
Dubai,Frankfurt,First,Peak,Low,56,4800,420,Non-stop,3772.82
Dubai,Delhi,Economy,Low,Medium,35,2200,225,Non-stop,401.02
Dubai,Tokyo,Economy,Low,Medium,52,8000,891,1 stop,664.12
Dubai,Sydney,Economy,Shoulder,High,25,12000,960,Non-stop,2647.75
Dubai,Sydney,Economy,Low,Low,54,12000,960,Non-stop,1366.42
Dubai,London,Economy,Shoulder,Medium,42,5500,755,2+ stops,662.81
Dubai,Sydney,Economy,Peak,Medium,49,12000,1096,1 stop,2323.13
Dubai,Los Angeles,Economy,Low,Medium,37,13400,1270,1 stop,1267.05
Dubai,Tokyo,Business,Peak,Low,32,8000,858,1 stop,3584.25
Dubai,Sydney,Economy,Low,High,6,12000,960,Non-stop,2434.43
Dubai,New York,Economy,Peak,Medium,24,11000,1224,2+ stops,2012.74
Dubai,Singapore,Business,Peak,Medium,48,5800,495,Non-stop,3500.99
Dubai,Los Angeles,Economy,Shoulder,High,32,13400,1303,1 stop,2109.49
Dubai,Sydney,Economy,Low,Low,55,12000,960,Non-stop,1192.62
Dubai,Frankfurt,Economy,Peak,High,38,4800,420,Non-stop,1058.34
Dubai,Tokyo,Economy,Low,Low,41,8000,660,Non-stop,796.97
Dubai,Tokyo,Business,Peak,High,43,8000,660,Non-stop,6776.19
Dubai,Sydney,Economy,Low,High,7,12000,1189,1 stop,1697.94
Dubai,Singapore,Economy,Shoulder,Low,17,5800,631,1 stop,815.93
Dubai,Tokyo,Economy,Low,Low,27,8000,798,1 stop,737.81
Dubai,Tokyo,Economy,Low,High,15,8000,1059,2+ stops,863.65
Dubai,New York,Business,Peak,High,26,11000,1035,1 stop,9841.69
Dubai,Tokyo,Economy,Shoulder,Medium,25,8000,824,1 stop,1004.39
Dubai,Sydney,Economy,Peak,Low,51,12000,960,Non-stop,2281.62
Dubai,Tokyo,Economy,Shoulder,Medium,38,8000,898,1 stop,795.05
Dubai,London,Economy,Low,Low,44,5500,655,1 stop,497.83
Dubai,Los Angeles,Business,Peak,Low,34,13400,1065,Non-stop,7803.19
Dubai,Los Angeles,Business,Peak,Medium,42,13400,1258,1 stop,7594.46
Dubai,Mumbai,First,Low,High,7,1900,353,1 stop,2148.26
Dubai,Mumbai,Economy,Peak,Medium,27,1900,383,1 stop,341.39
Dubai,Frankfurt,Economy,Shoulder,Medium,23,4800,420,Non-stop,934.89
Dubai,Singapore,First,Peak,High,41,5800,843,2+ stops,7490.65
Dubai,Tokyo,Business,Shoulder,High,10,8000,660,Non-stop,5203.9
Dubai,New York,Economy,Shoulder,Medium,1,11000,885,Non-stop,3220.86
Dubai,London,Economy,Shoulder,Low,10,5500,709,1 stop,644.53
Dubai,Frankfurt,Economy,Low,High,49,4800,663,2+ stops,359.97
Dubai,Delhi,Economy,Low,High,33,2200,225,Non-stop,339.45
Dubai,Singapore,Economy,Peak,Medium,26,5800,733,1 stop,1298.02
Dubai,Mumbai,Business,Low,High,24,1900,382,1 stop,1878.67
Dubai,London,Economy,Low,High,19,5500,609,1 stop,1238.96
Dubai,Sydney,Economy,Peak,Low,14,12000,960,Non-stop,2936.66
Dubai,Los Angeles,Economy,Peak,Medium,12,13400,1244,1 stop,2285.12
Dubai,Singapore,Economy,Low,Medium,6,5800,629,1 stop,631.82
Dubai,Singapore,Economy,Peak,Medium,16,5800,495,Non-stop,1298.14
Dubai,Frankfurt,Economy,Peak,High,27,4800,420,Non-stop,1777.71
Dubai,Los Angeles,Economy,Peak,Medium,37,13400,1385,2+ stops,1314.5
Dubai,Los Angeles,Economy,Shoulder,Medium,40,13400,1457,2+ stops,1190.58
Dubai,London,Economy,Low,Medium,22,5500,795,2+ stops,381.87
Dubai,Los Angeles,Economy,Peak,Low,10,13400,1286,1 stop,1990.96
Dubai,New York,Business,Shoulder,Low,8,11000,1276,2+ stops,3723.75
Dubai,Tokyo,Economy,Low,Medium,59,8000,862,1 stop,865.01
Dubai,Los Angeles,Economy,Low,Medium,11,13400,1065,Non-stop,1678.29
Dubai,New York,Economy,Peak,Medium,54,11000,1025,1 stop,1371.58
Dubai,Tokyo,Business,Shoulder,Medium,59,8000,820,1 stop,3648.9
Dubai,Los Angeles,Economy,Peak,Medium,48,13400,1065,Non-stop,2919.11
Dubai,Delhi,First,Peak,Medium,53,2200,225,Non-stop,2369.5
Dubai,New York,Economy,Peak,Medium,25,11000,885,Non-stop,4002.64
Dubai,Sydney,Economy,Shoulder,Medium,28,12000,1081,1 stop,2196.32
Dubai,Sydney,Business,Peak,High,58,12000,1086,1 stop,8983.3
Dubai,Mumbai,Economy,Low,Medium,44,1900,642,2+ stops,103.57
Dubai,Sydney,Economy,Shoulder,Medium,38,12000,960,Non-stop,1661.88
Dubai,Tokyo,Business,Low,Medium,38,8000,800,1 stop,4105.02
Dubai,Tokyo,Business,Shoulder,Low,14,8000,850,1 stop,3503.64
Dubai,Singapore,Economy,Low,High,49,5800,968,2+ stops,649.47
Dubai,Mumbai,Economy,Peak,Medium,28,1900,415,1 stop,434.71
Dubai,Los Angeles,Business,Low,Medium,41,13400,1065,Non-stop,6486.15
Dubai,Singapore,Economy,Low,Medium,6,5800,495,Non-stop,1054.51
Dubai,Singapore,Business,Low,Medium,55,5800,495,Non-stop,1412.88
Dubai,Singapore,First,Shoulder,High,9,5800,829,2+ stops,5597.33
Dubai,Los Angeles,Business,Low,Low,15,13400,1265,1 stop,5031.06
Dubai,London,Economy,Peak,Medium,29,5500,472,Non-stop,1639.47
Dubai,Sydney,Business,Shoulder,Low,42,12000,960,Non-stop,5806.87
Dubai,New York,Economy,Peak,High,29,11000,885,Non-stop,4275.67
Dubai,Singapore,Business,Low,High,17,5800,689,1 stop,3990.0
Dubai,Singapore,Economy,Low,Medium,19,5800,495,Non-stop,859.13
Dubai,Sydney,Economy,Shoulder,High,60,12000,1240,2+ stops,1259.59
Dubai,Frankfurt,Economy,Low,Medium,59,4800,643,1 stop,391.94
Dubai,Frankfurt,Economy,Shoulder,Medium,59,4800,592,1 stop,606.88
Dubai,New York,Economy,Peak,High,30,11000,885,Non-stop,2508.66
Dubai,London,Economy,Shoulder,Medium,40,5500,622,1 stop,717.55
Dubai,Delhi,Economy,Low,High,21,2200,414,1 stop,281.02
Dubai,Frankfurt,First,Peak,Low,36,4800,895,2+ stops,2853.93
Dubai,Frankfurt,Economy,Low,Medium,11,4800,420,Non-stop,852.53
Dubai,Mumbai,Business,Peak,High,41,1900,202,Non-stop,1651.73
Dubai,Sydney,First,Peak,High,56,12000,1142,1 stop,18634.97
Dubai,London,Economy,Low,High,38,5500,472,Non-stop,1012.47
Dubai,London,Economy,Shoulder,Low,33,5500,778,2+ stops,314.02
Dubai,Delhi,Economy,Peak,Medium,18,2200,363,1 stop,646.55
Dubai,London,Economy,Peak,Low,20,5500,472,Non-stop,2178.66
Dubai,New York,Economy,Peak,High,12,11000,885,Non-stop,2165.14
Dubai,New York,Business,Peak,High,56,11000,885,Non-stop,9997.69
Dubai,London,Economy,Peak,Medium,9,5500,472,Non-stop,968.72
Dubai,Sydney,Economy,Low,Medium,49,12000,1157,1 stop,1067.6
Dubai,New York,Business,Low,Medium,36,11000,1037,1 stop,6594.28
Dubai,Frankfurt,Economy,Shoulder,High,59,4800,420,Non-stop,1355.92
Dubai,Mumbai,Economy,Low,Medium,25,1900,202,Non-stop,220.36
Dubai,London,Business,Shoulder,High,55,5500,879,2+ stops,1740.64
Dubai,Mumbai,Economy,Shoulder,Low,3,1900,660,2+ stops,186.12
Dubai,Delhi,Economy,Peak,Low,54,2200,225,Non-stop,361.49
Dubai,Sydney,Business,Low,Medium,38,12000,1259,2+ stops,3173.05
Dubai,New York,Business,Low,Low,31,11000,885,Non-stop,3141.03
Dubai,Frankfurt,Business,Low,High,39,4800,420,Non-stop,2315.5
Dubai,Frankfurt,Business,Low,Low,45,4800,894,2+ stops,1033.73
Dubai,New York,Business,Low,Medium,20,11000,1061,1 stop,5172.52
Dubai,Singapore,First,Low,Medium,34,5800,657,1 stop,3559.14
Dubai,Tokyo,Economy,Low,High,11,8000,660,Non-stop,1828.77
Dubai,Frankfurt,Economy,Low,Low,22,4800,872,2+ stops,311.98
Dubai,Tokyo,Economy,Shoulder,Medium,47,8000,989,2+ stops,445.54
Dubai,Delhi,Economy,Low,Medium,59,2200,374,1 stop,250.27
Dubai,London,Economy,Low,Low,40,5500,472,Non-stop,407.08
Dubai,Frankfurt,Business,Shoulder,Low,54,4800,627,1 stop,2001.52
Dubai,Singapore,Economy,Peak,Medium,21,5800,495,Non-stop,1671.05
Dubai,Frankfurt,Economy,Peak,Medium,55,4800,420,Non-stop,1029.83
Dubai,London,Business,Peak,Low,40,5500,472,Non-stop,3341.92
Dubai,Delhi,Economy,Shoulder,Medium,45,2200,225,Non-stop,326.34
Dubai,Singapore,Economy,Low,Low,16,5800,495,Non-stop,634.17
Dubai,Singapore,Business,Peak,Medium,13,5800,969,2+ stops,2612.29
Dubai,Delhi,Economy,Peak,High,28,2200,225,Non-stop,1097.22
Dubai,Mumbai,Business,Shoulder,High,60,1900,435,1 stop,1236.88
Dubai,Mumbai,Economy,Low,Low,16,1900,202,Non-stop,221.88
Dubai,London,Economy,Peak,Medium,9,5500,932,2+ stops,799.03
Dubai,Delhi,Business,Low,Low,47,2200,698,2+ stops,439.29
Dubai,Singapore,Economy,Shoulder,Medium,17,5800,495,Non-stop,924.89
Dubai,Singapore,Economy,Low,Low,12,5800,711,1 stop,356.85
Dubai,Los Angeles,Economy,Low,Medium,26,13400,1202,1 stop,1688.23
Dubai,Mumbai,Economy,Shoulder,High,9,1900,202,Non-stop,512.89
Dubai,Tokyo,Economy,Low,Medium,51,8000,1045,2+ stops,622.02
Dubai,Los Angeles,Economy,Low,High,21,13400,1065,Non-stop,3046.45
Dubai,New York,Economy,Shoulder,Low,9,11000,1022,1 stop,1640.98
Dubai,Singapore,Economy,Shoulder,High,31,5800,633,1 stop,931.74
Dubai,Delhi,Business,Peak,Medium,46,2200,225,Non-stop,1367.86
Dubai,New York,Economy,Low,Medium,30,11000,1231,2+ stops,855.87
Dubai,Frankfurt,Economy,Low,Low,40,4800,583,1 stop,341.72
Dubai,Singapore,Economy,Low,Low,54,5800,696,1 stop,411.06
Dubai,Los Angeles,Business,Shoulder,Low,37,13400,1304,1 stop,6086.05
Dubai,Mumbai,Economy,Shoulder,Low,19,1900,376,1 stop,269.25
Dubai,Los Angeles,Economy,Shoulder,High,50,13400,1216,1 stop,1880.0
Dubai,Singapore,Business,Peak,Medium,21,5800,902,2+ stops,2985.26
Dubai,Singapore,Economy,Peak,Low,44,5800,622,1 stop,1322.25
Dubai,New York,Economy,Peak,Low,29,11000,1039,1 stop,1670.81
Dubai,Sydney,Economy,Peak,High,58,12000,1174,1 stop,2387.18
Dubai,Sydney,Economy,Low,High,34,12000,1162,1 stop,1600.67
Dubai,Tokyo,Economy,Low,High,1,8000,660,Non-stop,2735.0
Dubai,Frankfurt,Economy,Peak,High,52,4800,591,1 stop,1707.75
Dubai,Los Angeles,First,Shoulder,Medium,35,13400,1255,1 stop,8528.22
Dubai,London,Business,Shoulder,High,12,5500,758,2+ stops,2430.77
Dubai,Los Angeles,Business,Peak,Medium,51,13400,1430,2+ stops,6860.72
Dubai,Sydney,Economy,Peak,High,53,12000,1153,1 stop,3043.11
Dubai,Sydney,Economy,Low,High,6,12000,960,Non-stop,2528.86
Dubai,Tokyo,Economy,Peak,High,17,8000,848,1 stop,1855.55
Dubai,Singapore,First,Low,High,5,5800,495,Non-stop,8987.94
Dubai,New York,Economy,Shoulder,Low,52,11000,1050,1 stop,1048.99
Dubai,Frankfurt,Economy,Shoulder,Low,25,4800,749,2+ stops,414.21
Dubai,London,Economy,Shoulder,Medium,32,5500,765,2+ stops,386.61
Dubai,New York,Economy,Low,High,41,11000,885,Non-stop,2498.67
Dubai,London,Economy,Low,Medium,30,5500,765,2+ stops,510.4
Dubai,Frankfurt,Economy,Low,High,18,4800,420,Non-stop,839.36
Dubai,Singapore,Economy,Low,High,39,5800,626,1 stop,807.58
Dubai,Los Angeles,Economy,Shoulder,Medium,40,13400,1065,Non-stop,2060.67
Dubai,New York,Economy,Shoulder,Medium,54,11000,885,Non-stop,1683.18
Dubai,Mumbai,Economy,Shoulder,Low,40,1900,202,Non-stop,183.64
Dubai,Sydney,Economy,Low,Low,6,12000,960,Non-stop,1660.51
Dubai,Tokyo,Business,Low,Low,56,8000,660,Non-stop,2967.86
Dubai,Singapore,Economy,Peak,Medium,51,5800,651,1 stop,894.84
Dubai,London,Economy,Shoulder,High,15,5500,472,Non-stop,2055.77
Dubai,London,Economy,Shoulder,High,46,5500,702,1 stop,1190.04
Dubai,Frankfurt,Economy,Peak,High,12,4800,551,1 stop,1110.4
Dubai,New York,Business,Peak,High,4,11000,1120,1 stop,16135.3
Dubai,New York,First,Peak,Medium,37,11000,1117,1 stop,11988.28
Dubai,London,Economy,Low,Medium,55,5500,472,Non-stop,766.8
Dubai,New York,Business,Low,Medium,27,11000,885,Non-stop,5595.58
Dubai,New York,First,Shoulder,Low,43,11000,1106,1 stop,7252.41
Dubai,Frankfurt,Economy,Low,Low,38,4800,420,Non-stop,408.42
Dubai,Frankfurt,Business,Peak,Medium,51,4800,420,Non-stop,3403.45
Dubai,London,Economy,Shoulder,Low,32,5500,860,2+ stops,413.21
Dubai,Tokyo,Economy,Shoulder,High,19,8000,1096,2+ stops,1316.57
