distance,duration,departure_hour,weather_risk,traffic,delay
3184,554,2,0.49,0.48,0
4970,533,8,0.47,0.17,1
9722,923,9,0.24,0.82,0
3387,596,4,0.34,0.37,0
10132,966,17,0.16,0.79,0
10459,1042,11,0.37,0.55,0
11344,1205,8,0.95,0.97,0
1050,397,21,0.79,0.44,1
3405,427,10,0.77,0.65,0
4489,451,16,0.18,0.85,0
5531,671,21,0.29,0.32,0
12477,1191,21,0.66,0.33,0
1184,242,21,0.03,0.43,0
13019,1196,2,1.0,0.24,1
7687,693,4,0.46,0.23,0
6461,790,19,0.77,0.31,0
2224,511,9,0.69,0.17,0
5543,772,20,0.32,0.44,1
8721,893,8,0.62,0.08,0
6032,650,19,0.12,0.67,1
3571,495,2,0.74,0.74,0
10210,1049,12,0.51,0.07,0
6760,569,22,0.52,0.11,0
9588,1004,13,0.61,0.12,0
5566,760,0,0.06,0.73,0
7976,953,1,0.53,0.01,0
7174,852,23,0.51,0.16,0
13017,1157,9,0.13,0.84,1
10864,1104,16,0.3,0.32,0
13939,1137,11,0.34,0.32,0
11441,1070,19,0.62,0.74,1
10851,1034,23,0.93,0.69,0
3222,318,8,0.21,0.1,1
3281,518,7,0.75,0.49,0
11479,1165,22,0.74,0.97,0
6013,709,20,0.52,0.36,0
6598,788,13,0.96,0.37,0
13939,1269,15,0.36,0.76,0
6905,677,23,0.62,0.16,0
2353,508,16,0.77,0.94,0
11185,1028,1,0.34,0.5,0
7777,826,5,0.58,0.08,0
10588,953,11,0.52,0.37,0
1826,423,12,0.81,0.14,0
6214,654,4,0.4,0.14,0
3063,350,2,0.48,0.23,0
5613,677,4,0.73,0.26,0
12320,1193,17,0.95,0.72,1
1557,402,0,0.07,0.94,0
3860,465,10,0.73,0.75,1
12408,1002,11,0.5,0.71,0
11822,1166,4,0.03,0.88,1
1048,196,20,0.1,0.05,0
6927,840,16,0.91,0.69,1
11734,1141,0,0.14,0.16,1
3738,355,3,0.11,0.54,0
3679,537,2,0.49,0.52,0
9021,756,4,0.72,0.94,1
10240,893,14,0.58,0.89,0
5117,466,5,0.45,0.53,0
4461,401,3,0.01,0.52,0
10554,1030,4,0.34,0.26,0
13221,1159,11,0.67,0.97,0
13630,1365,16,0.64,0.88,1
13242,1214,15,0.38,0.84,0
8251,936,21,0.59,0.45,1
12459,1290,20,0.07,0.41,0
12981,1073,13,0.69,0.26,0
11984,1068,5,0.44,0.22,0
2319,495,17,0.14,0.97,0
11509,1158,12,0.54,0.83,1
9514,928,16,0.84,0.09,1
3985,576,7,0.34,0.78,0
9358,911,10,0.17,0.03,0
5352,518,13,0.99,0.2,1
5345,551,3,0.67,0.77,0
11750,1062,16,0.03,0.19,0
6341,705,9,0.28,0.17,0
2530,337,8,0.22,0.99,0
13109,1212,16,0.59,0.16,0
8806,727,20,0.26,0.15,0
12083,1189,3,0.68,0.24,0
7814,745,9,0.63,0.52,1
9815,962,21,0.96,0.61,1
9413,768,6,0.7,0.1,1
2802,386,23,0.91,0.74,0
7514,885,10,0.37,0.57,0
11344,990,2,0.74,0.48,0
12801,1302,0,0.01,0.5,0
6245,816,6,0.6,0.8,1
6108,580,12,0.5,0.81,1
2353,390,18,0.19,0.94,0
1897,441,16,0.9,0.28,1
8566,937,21,0.13,0.68,1
1742,489,17,0.93,0.58,1
8047,663,16,0.27,0.51,1
11164,943,7,0.37,0.19,0
5462,515,21,0.65,0.12,0
13571,1324,4,0.47,0.17,0
4174,491,2,0.47,0.43,1
8075,766,3,0.11,0.59,0
10960,1060,20,0.36,0.3,0
2235,461,17,0.06,0.55,0
6604,807,12,0.24,0.12,0
4013,551,7,0.11,0.43,1
3829,454,14,0.23,0.22,0
12793,1155,11,0.71,0.69,0
5573,526,21,0.13,0.94,0
1337,287,15,0.48,0.57,1
6494,679,4,0.32,0.22,0
11420,928,4,0.49,0.9,0
2610,489,21,0.51,0.66,0
12898,1105,17,0.78,0.51,1
7358,785,0,0.05,0.63,0
3803,451,11,0.87,0.51,0
4778,640,13,0.16,0.23,0
2847,554,6,0.96,0.78,0
4234,379,4,0.07,0.34,0
3558,435,18,0.87,0.84,0
6544,590,1,0.36,0.09,0
6491,567,20,0.48,0.78,0
3048,371,16,0.94,0.05,0
2829,557,22,0.5,0.01,0
10152,991,1,0.04,0.05,0
11327,960,3,0.74,0.22,0
4793,623,0,0.56,0.03,0
5520,762,12,0.86,0.99,1
1029,367,4,0.79,0.5,0
10888,1003,22,0.29,0.29,0
10922,1072,19,0.0,0.58,1
4541,440,18,0.76,0.44,0
11443,1176,1,0.27,0.86,1
9091,1035,2,0.88,0.91,1
4533,568,19,0.69,0.66,1
8956,838,21,0.79,0.05,1
10462,1134,15,0.53,0.03,0
1764,246,9,0.92,0.28,1
2710,297,20,0.88,0.49,0
2722,334,21,0.07,0.47,0
6268,631,11,0.76,0.96,0
3747,467,13,0.37,0.21,0
6698,752,17,0.26,0.1,0
3937,551,9,0.18,0.57,0
9455,940,19,0.4,0.51,1
7640,798,20,0.79,0.34,0
4652,690,18,0.24,0.02,0
2948,372,15,0.93,0.14,1
3122,557,2,0.07,0.32,0
8359,747,13,0.53,0.82,0
3374,373,15,0.11,0.28,0
6186,630,1,0.09,0.31,0
6409,721,14,0.74,0.84,1
11794,955,4,0.77,0.83,1
11714,1230,3,0.67,0.13,0
5497,476,8,0.96,0.14,0
3105,421,5,0.99,0.04,1
2336,254,16,0.8,0.29,0
10807,1109,19,0.69,0.47,1
7732,766,23,0.23,0.21,0
3585,510,13,0.82,0.08,1
8624,846,2,0.89,0.73,1
12627,1177,11,0.1,0.92,0
13231,1291,14,0.91,0.15,1
3026,501,18,0.22,0.86,0
7846,692,14,0.88,0.4,0
11250,1160,5,0.06,0.84,0
6423,617,1,0.5,0.47,0
11302,1103,8,0.53,0.2,0
11984,1194,2,0.9,0.21,1
8974,946,6,0.68,0.49,0
9283,809,22,0.96,0.46,1
13986,1182,3,0.74,0.18,1
10247,1042,14,0.22,0.3,0
4125,422,15,0.8,0.29,0
2337,452,20,0.99,0.46,0
13082,1233,0,0.84,0.61,1
8672,898,8,0.99,0.37,0
2967,415,4,0.56,0.18,0
12456,1274,5,0.06,0.44,0
3049,366,7,0.67,0.85,0
12896,1118,4,0.12,0.9,1
10127,1033,17,0.49,0.59,0
4580,487,10,0.57,0.56,0
7357,637,19,0.58,0.71,1
13726,1233,15,0.36,0.37,0
10934,1005,9,0.26,0.15,0
13607,1130,19,0.26,0.01,1
2207,449,14,0.59,0.7,0
6686,705,16,0.59,0.57,0
1885,391,7,0.68,0.84,1
4912,648,21,0.01,0.82,0
8089,782,14,0.28,0.7,0
12774,1184,18,0.44,0.41,0
2096,385,15,0.88,0.29,0
7240,804,10,0.96,0.42,1
9354,1050,18,0.47,0.6,1
8230,679,0,0.28,0.41,1
13615,1266,21,0.16,0.7,0
2668,329,9,0.49,0.2,0
6413,622,0,0.39,0.71,0
10230,859,19,0.65,0.73,0
13100,1049,12,0.43,0.23,0
9355,815,22,0.65,0.87,0
2430,304,8,0.73,0.88,1
6128,792,3,0.4,0.9,0
4800,719,14,0.0,0.98,0
9477,869,10,0.41,0.95,1
8709,737,6,0.41,0.8,0
3451,576,16,0.81,0.64,0
3244,465,14,0.43,0.8,0
6696,654,12,0.27,0.44,0
9141,996,23,0.34,0.34,1
8543,746,19,0.83,0.88,1
5370,632,18,0.56,0.17,0
4569,560,22,0.58,0.65,0
11058,910,10,0.7,0.87,1
13755,1229,18,0.61,0.28,0
12538,1061,2,0.71,0.11,1
1111,425,19,0.73,0.93,0
3747,533,18,0.68,0.35,0
6037,742,3,0.2,0.19,0
7160,792,13,0.97,0.37,0
12787,1279,2,0.65,0.2,0
1069,237,18,0.27,0.74,0
13695,1181,20,0.33,0.28,0
1748,444,11,0.1,0.57,0
7871,903,9,0.06,0.95,0
8953,859,23,0.1,0.79,0
4918,474,18,0.92,0.52,1
5416,709,17,0.56,0.85,1
12248,1193,3,0.19,0.54,0
13423,1218,1,0.84,0.15,0
8404,757,14,0.64,0.29,0
7192,758,15,0.81,0.05,0
1551,306,9,0.57,0.65,0
8897,824,0,0.81,0.48,0
11519,1195,15,0.59,0.89,0
3341,315,11,0.05,0.96,0
10734,1001,21,0.22,0.34,0
1031,387,10,0.28,0.82,0
12707,1108,5,0.21,0.86,1
13560,1205,6,0.78,0.44,0
7995,955,22,0.66,0.16,1
6407,606,18,0.7,0.36,0
2293,462,20,0.04,0.51,0
5388,742,23,0.71,0.56,1
5369,469,21,0.59,0.08,0
6033,759,4,0.3,0.2,1
4230,531,10,0.54,0.73,0
10617,996,6,0.04,0.57,0
11482,1144,13,0.42,0.3,0
1638,352,9,0.69,0.1,0
10356,1040,3,0.22,0.69,0
1758,414,19,0.36,0.69,0
4651,417,23,0.5,0.88,0
9330,1004,16,0.32,0.49,1
5372,621,0,0.84,0.56,1
7078,627,15,0.08,0.12,0
9345,825,4,0.08,0.25,0
8270,754,7,0.38,0.07,1
11609,1208,1,0.02,0.76,0
10960,1035,0,0.52,0.69,0
11172,1078,0,0.22,0.25,0
7025,820,14,0.2,0.67,0
5636,512,5,0.18,0.6,0
3877,352,19,0.27,0.51,0
11498,1122,2,0.77,0.56,1
9361,838,6,0.56,0.54,0
8786,958,4,0.96,0.07,1
11576,963,17,0.97,0.34,1
8889,886,20,0.24,0.97,0
8845,807,21,0.02,0.5,0
13927,1379,3,0.55,0.05,0
2160,286,19,0.74,0.14,1
7800,945,17,0.64,0.24,1
5187,590,11,0.99,0.63,0
11331,1194,20,0.77,0.88,1
7709,922,15,1.0,0.01,0
2281,280,11,0.12,0.71,0
6139,621,19,0.14,0.09,1
12321,1039,21,0.14,0.29,0
11764,1209,21,0.56,0.45,0
9804,820,15,0.05,0.46,0
10465,1131,7,0.62,0.93,1
9625,855,3,0.64,0.97,1
6740,641,6,0.27,0.83,0
3000,519,22,0.7,0.11,0
3669,504,14,1.0,0.44,0
9436,948,1,0.4,0.11,0
12401,1244,7,0.13,0.22,1
8857,783,9,0.58,0.96,1
4332,615,16,0.72,0.78,0
11431,1125,21,0.47,0.96,0
2943,424,3,0.7,0.67,0
3822,453,5,0.18,0.23,0
9064,1012,1,0.82,0.04,1
13547,1295,14,0.12,0.83,0
4442,589,17,0.7,0.43,0
2008,242,1,0.58,0.85,0
10803,1121,6,0.26,0.68,0
5540,659,0,0.89,0.49,1
7699,839,6,0.06,0.42,0
13282,1282,4,0.13,0.93,0
10504,895,8,0.31,0.66,0
5109,615,17,0.9,0.09,0
8023,664,9,0.6,0.76,0
13363,1082,19,0.11,0.2,0
9106,978,5,0.88,0.73,0
9278,988,11,0.05,0.3,0
13529,1149,22,0.53,0.83,1
9881,990,21,0.72,0.92,1
6355,771,12,0.62,0.69,0
10587,952,19,0.97,0.15,1
1476,444,19,0.42,0.3,0
9950,1086,10,0.69,0.9,0
10248,1016,20,0.33,0.6,0
6674,663,8,0.35,0.21,0
13133,1231,5,0.11,0.41,1
12710,1053,1,0.97,0.37,0
8575,994,23,0.71,0.18,0
13287,1182,8,0.1,0.15,1
12322,1068,16,0.61,0.54,0
7158,758,3,0.62,0.41,0
6854,782,0,0.23,0.4,0
9075,838,18,0.73,0.38,0
2053,458,12,0.66,0.73,0
1064,386,14,0.96,0.59,0
3818,347,1,0.19,0.37,0
7234,794,6,0.48,0.18,0
10262,1094,15,0.03,0.07,0
12553,1223,13,0.7,0.11,0
4559,684,4,0.21,0.47,0
4500,409,5,0.63,0.48,0
2446,353,6,0.15,0.59,0
9012,832,13,0.25,0.38,0
13588,1231,5,0.05,0.74,1
3924,406,19,0.11,0.15,0
2269,436,20,0.28,0.27,0
11134,1104,16,0.54,0.26,0
3172,397,20,0.08,0.98,0
9836,951,21,0.5,0.72,1
3346,316,6,0.1,0.3,0
6061,778,23,0.52,0.79,1
8716,868,15,0.25,0.24,0
7955,801,15,0.11,0.81,0
5601,751,11,0.38,0.29,0
7014,712,23,0.42,0.68,0
12220,1164,10,0.39,0.85,0
13355,1151,6,0.2,0.99,0
6242,583,13,0.9,0.58,0
12531,1011,13,0.54,0.96,1
11357,1004,19,0.14,0.52,1
5186,491,6,0.89,0.62,0
1740,390,14,0.09,0.09,0
6983,864,23,0.38,0.11,0
1632,189,16,0.47,0.77,1
13086,1130,19,0.59,0.08,0
2849,546,22,0.18,0.64,0
9919,958,1,0.37,0.96,1
4837,565,11,0.6,0.96,0
6810,850,18,0.98,0.75,0
10560,943,21,0.06,0.36,0
5393,626,10,0.91,0.01,1
2547,471,7,0.83,0.48,0
4886,532,11,0.59,0.59,0
11250,1080,2,0.13,0.89,0
12797,1197,6,0.49,0.64,0
6078,782,4,0.89,0.55,0
2485,277,22,0.27,0.13,0
2505,267,2,0.98,0.63,0
4635,704,3,0.52,0.04,0
6702,816,12,0.64,0.29,0
3831,421,18,0.8,0.19,0
9185,906,5,0.89,0.15,0
2459,264,9,0.57,0.93,0
7870,939,9,0.27,0.41,0
8553,771,2,0.9,0.21,1
12662,1069,23,0.37,0.17,0
3967,495,18,0.43,0.52,0
7183,823,3,0.42,0.61,0
6211,713,21,0.29,0.09,0
9430,822,11,0.68,0.07,1
1627,223,1,0.93,0.33,0
12960,1089,3,0.86,0.25,1
4609,558,20,0.72,0.14,0
5448,502,10,0.74,0.12,0
6052,709,12,0.2,0.02,0
9333,994,10,0.44,0.68,1
10244,865,2,0.78,0.99,1
11342,1205,0,0.3,0.04,1
3248,459,21,0.11,0.96,0
9092,921,0,0.15,0.56,0
4244,502,17,0.07,0.26,0
9789,975,13,0.18,0.47,0
8389,926,17,0.76,0.2,1
13060,1308,23,0.39,0.89,1
8272,755,12,0.32,0.43,0
8399,775,1,0.06,0.31,0
13719,1277,11,0.82,0.61,1
8680,988,23,0.15,0.23,0
6555,578,5,0.11,0.16,0
2433,509,19,0.86,0.13,0
8251,748,4,0.26,0.51,0
5802,626,23,0.8,0.62,1
8192,735,5,0.98,0.95,1
3574,501,6,0.67,0.93,0
8688,789,7,0.8,0.28,1
5484,608,8,0.28,0.91,1
11849,1177,9,0.63,0.54,1
6532,679,16,0.01,0.36,0
6391,617,18,0.65,0.25,0
1862,491,22,0.57,0.7,0
4226,447,2,0.35,0.91,1
3997,469,7,0.15,0.05,0
12671,1065,12,0.17,0.64,0
7333,636,18,0.51,0.46,0
11669,980,2,0.22,0.79,0
5958,754,20,0.84,0.31,1
3745,589,8,0.89,0.2,0
1867,317,16,0.66,0.79,0
12787,1207,11,0.23,0.65,1
12858,1260,20,0.91,0.46,1
4647,692,22,0.54,0.45,1
7818,647,6,0.21,0.81,0
1441,384,6,0.34,0.56,0
1449,364,14,0.64,0.01,0
2660,493,10,0.04,0.53,1
5000,604,4,0.87,0.43,0
3908,418,18,0.41,0.13,1
13996,1165,18,0.53,0.42,0
8779,760,6,0.98,0.28,0
3609,380,22,0.79,0.38,0
7581,654,12,0.18,0.85,0
12943,1066,6,0.66,0.1,0
5428,730,14,0.53,0.83,0
8703,949,2,0.07,0.87,0
12148,1270,7,0.95,0.65,0
1173,378,20,0.4,0.18,0
4488,440,12,0.6,0.43,0
10073,979,18,0.66,0.08,0
11046,923,11,0.54,0.15,1
2504,255,0,0.24,0.95,0
6363,811,1,0.63,0.18,0
4600,655,14,0.6,0.78,0
12217,1080,2,0.7,0.89,0
12811,1117,12,0.32,0.28,0
9399,971,16,0.34,0.89,0
11730,1033,11,0.48,0.88,1
9805,1034,22,0.87,0.96,1
13366,1114,8,0.15,0.22,0
11054,944,2,0.57,0.42,0
9219,965,5,0.88,0.1,0
9016,922,19,0.43,0.5,0
3866,366,12,0.5,0.88,0
4270,667,9,0.15,0.77,0
7506,808,21,0.29,0.95,1
13151,1060,7,0.91,0.9,1
2561,540,4,0.9,0.63,1
13263,1160,6,0.06,0.57,0
10372,1134,10,0.59,0.63,1
9027,893,1,0.91,0.23,0
13730,1126,7,0.15,0.21,0
12040,984,13,0.7,0.79,0
1644,212,10,0.09,0.39,0
6997,647,7,0.98,0.23,0
10334,906,23,0.04,0.98,1
13606,1176,20,0.05,0.8,0
3780,620,18,0.58,0.7,1
11840,1031,9,0.22,0.37,0
7295,780,0,0.71,0.29,0
7707,788,11,0.36,0.59,0
4507,497,12,0.85,0.28,1
11440,1092,15,0.31,0.3,0
7070,804,9,0.64,0.15,1
3526,622,19,0.6,0.38,1
4939,518,1,0.65,0.12,1
2970,514,23,0.01,0.76,0
7896,831,0,0.95,0.56,1
13645,1319,4,0.25,0.11,0
6039,534,19,0.83,0.44,1
7747,919,3,0.93,0.69,1
7853,795,4,0.05,0.72,0
5139,560,14,0.32,0.07,0
8783,969,16,0.98,0.95,1
2927,301,22,0.56,0.43,0
9954,1053,17,0.44,0.07,1
8814,854,21,0.49,0.98,1
4550,441,12,0.15,0.94,0
8871,746,13,0.74,0.86,1
12863,1213,11,0.08,0.79,1
13972,1184,17,0.62,0.88,1
8434,862,7,0.79,0.94,0
10179,827,5,0.56,0.62,0
12355,1133,11,0.32,0.37,1
2839,521,10,0.32,0.58,0
10377,1108,4,0.09,0.35,1
6915,793,9,0.38,0.14,0
7601,854,5,0.21,0.0,0
5518,623,7,0.73,0.77,1
5597,777,7,0.48,0.98,0
8934,1026,0,0.69,0.51,0
12675,1229,17,0.55,0.2,0
11996,1097,18,0.1,0.58,1
6992,808,22,0.85,0.75,0
10192,978,17,0.03,0.76,0
6514,593,16,0.42,0.71,0
8672,960,17,0.94,0.05,0
12647,1230,14,0.38,0.1,0
1995,221,5,0.23,0.86,1
4865,447,5,0.05,0.95,0
5560,638,1,0.08,0.76,0
5867,657,0,0.99,0.03,1
8665,774,4,0.3,0.16,0
5972,621,1,0.35,0.89,0
12232,987,10,0.65,0.06,1
4305,411,0,0.4,0.57,0
9234,898,12,0.2,0.9,0
6595,749,8,0.83,0.14,1
11957,1228,3,0.93,0.45,1
10848,1109,22,0.0,0.12,0
2508,541,0,0.51,0.84,0
8491,849,18,0.77,0.04,1
7107,859,9,0.52,0.52,1
7110,852,22,0.07,0.18,0
13368,1157,14,0.16,0.81,0
3004,322,8,0.11,0.51,0
13568,1283,11,0.9,0.99,0
4761,505,17,0.34,0.33,1
8625,841,20,0.13,0.39,0
2912,300,5,0.19,0.19,0
7205,886,4,0.55,0.7,0
13815,1127,17,0.71,0.79,1
1408,419,20,0.58,0.49,0
6620,624,18,0.09,0.49,0
1553,452,12,0.23,0.62,0
12715,1216,18,0.79,0.64,1
12831,1118,3,0.11,0.29,1
11761,1219,23,0.86,0.81,0
11688,1064,7,0.4,0.53,0
9087,750,9,0.12,0.52,1
7943,783,4,0.23,0.99,0
5208,540,22,0.77,0.62,0
13600,1236,12,0.68,0.08,1
11940,1234,14,0.32,0.57,0
8297,956,13,0.94,1.0,0
3727,484,1,0.32,0.71,0
10592,932,12,0.55,0.69,0
12679,1147,16,0.24,0.79,1
1855,400,22,0.07,0.64,0
11777,1051,10,0.08,0.68,0
1617,181,19,0.47,0.41,0
3174,440,16,0.23,0.54,0
2399,280,9,0.37,0.98,1
4823,530,9,0.7,0.86,0
6370,745,18,0.99,0.94,1
4693,675,22,0.34,0.83,0
8096,801,13,0.53,0.89,0
13863,1105,22,0.51,0.71,0
3245,381,17,0.92,0.3,1
11420,1013,4,0.22,0.87,0
11220,1160,20,0.17,0.6,0
6390,582,3,0.95,0.28,0
1524,366,16,0.73,0.88,1
1860,206,21,0.0,0.47,0
12426,1039,18,0.61,0.95,1
11875,1005,2,0.75,0.85,0
13172,1121,16,0.19,0.69,0
7082,791,8,0.12,0.59,0
1084,259,18,1.0,0.81,1
8462,698,23,0.74,0.61,0
13552,1095,9,0.61,0.17,1
13882,1269,13,0.07,0.16,0
11411,1203,18,0.48,0.35,1
5107,691,21,0.06,0.53,0
11185,1046,8,0.45,0.67,1
3152,357,4,0.02,0.99,0
6926,743,0,0.58,0.01,1
11101,1046,6,0.0,0.63,0
8293,724,12,0.21,0.28,1
2752,383,12,0.8,0.81,1
6037,528,6,0.43,0.96,1
4056,604,20,0.84,0.18,1
2681,512,13,0.05,0.92,0
5107,447,4,0.69,0.24,0
6295,748,17,0.98,0.46,0
7128,768,5,0.57,0.09,1
7576,697,19,1.0,0.42,0
8875,746,17,0.19,0.99,0
10070,882,11,0.01,0.19,0
13686,1110,2,0.85,0.05,1
5701,508,0,0.25,0.65,0
1795,386,0,0.19,0.41,0
5153,579,6,0.22,0.45,0
10331,1011,13,0.51,0.8,0
9290,840,15,0.86,0.96,1
1704,414,4,0.86,0.28,1
6430,840,15,0.58,0.57,0
7882,718,1,0.34,0.66,1
8924,800,16,0.13,0.39,0
6525,636,6,0.88,0.59,0
10901,1141,13,0.14,0.97,0
8866,969,22,0.9,0.14,0
9986,1107,22,0.17,0.71,0
2710,360,2,0.99,0.8,0
10295,880,4,0.24,0.43,0
6695,660,6,0.35,0.45,0
10561,1045,22,0.3,0.39,0
8041,914,3,0.74,0.28,0
5978,624,21,0.66,0.88,0
11805,1158,3,0.65,0.49,0
1072,301,7,0.58,0.46,1
4169,404,7,0.23,0.71,0
2619,401,6,0.29,0.32,0
9723,985,15,0.08,0.96,1
10684,1051,22,0.48,0.23,1
4347,492,8,0.9,0.06,1
13637,1279,5,0.58,0.63,1
6586,572,2,0.76,0.14,1
11514,1010,12,0.23,0.26,0
6444,797,0,0.08,0.74,0
5068,650,7,0.17,0.26,0
9845,937,22,0.95,0.33,1
10549,1068,13,0.69,0.6,0
10613,1136,4,0.34,0.26,1
7565,681,15,0.08,0.18,0
5543,726,3,0.09,0.32,0
12923,1036,13,0.56,0.05,0
12399,1211,20,0.08,0.1,1
3108,590,17,0.79,0.46,1
11440,1112,16,0.24,0.1,0
3190,396,9,0.81,0.43,1
10421,910,12,0.2,0.59,0
10523,868,13,0.9,0.35,0
3318,385,17,0.23,0.79,1
5415,663,7,0.3,0.53,0
10549,1034,10,0.58,0.66,0
2429,465,21,0.84,0.55,0
2323,370,23,0.76,0.04,0
10798,933,2,0.17,0.03,0
1205,433,22,0.17,0.46,0
8039,764,20,0.99,0.34,0
7127,800,18,0.38,0.77,1
10705,1029,17,0.83,0.15,1
6205,528,20,0.3,0.42,0
13202,1245,14,0.03,0.7,0
11986,1240,16,0.71,0.71,1
9927,959,19,0.96,0.07,0
6858,841,9,0.59,0.89,1
7243,872,12,0.02,0.18,0
4609,545,19,0.57,0.51,0
1193,259,1,0.52,0.5,1
5413,762,23,0.99,0.81,1
2072,377,23,0.26,0.16,0
5944,606,22,0.99,0.92,1
1070,381,8,0.88,0.5,1
12582,1182,6,0.27,0.66,0
3018,314,21,0.96,0.65,0
1775,268,23,0.64,0.91,1
11810,1136,18,0.46,0.16,0
5950,707,13,0.44,0.42,0
5089,509,11,0.11,0.31,0
9376,1010,8,0.18,0.65,1
2211,487,19,0.46,0.16,1
10944,1136,21,0.33,0.46,0
1807,400,13,0.41,0.32,0
10212,1009,7,0.03,0.28,0
8006,890,6,0.02,0.84,1
11801,948,1,0.62,0.21,0
11588,1152,15,0.2,0.19,0
7770,900,15,0.39,1.0,0
13593,1342,17,0.27,0.11,1
4780,536,13,0.02,0.17,0
8096,678,22,0.56,0.5,0
9108,1015,15,0.2,0.37,0
13848,1247,13,0.81,0.97,1
11949,1145,7,0.35,0.31,0
3558,350,13,0.89,0.34,0
6404,734,10,0.36,0.53,0
13530,1100,2,0.89,0.71,0
7395,815,13,0.63,0.71,1
7708,740,0,0.63,0.44,0
10393,909,10,0.8,0.92,1
11618,1127,12,0.85,0.05,1
13294,1066,5,0.45,0.77,0
4917,666,4,0.77,0.75,0
3205,465,10,0.56,0.47,0
7121,660,7,0.26,0.63,1
12311,1026,3,0.6,0.93,1
5689,593,13,0.62,0.88,0
10470,990,8,0.84,0.66,1
10729,947,21,0.79,0.82,1
6720,583,6,0.1,0.76,0
4866,617,18,0.76,0.67,0
2735,316,22,0.43,0.76,0
8585,745,0,0.52,0.39,0
5537,704,19,0.25,0.55,0
3091,575,6,0.59,0.89,0
9905,854,22,0.47,0.58,0
3874,591,16,0.43,0.95,1
4206,390,20,0.03,0.35,0
8238,729,23,0.41,0.95,1
2230,353,15,0.94,0.04,0
2992,333,0,0.71,0.2,0
3781,595,16,0.26,0.71,0
12988,1066,0,0.37,0.66,0
9201,1024,6,0.31,0.61,0
12014,1198,17,0.65,0.61,1
6685,759,15,0.59,0.68,0
1359,420,13,0.55,0.47,1
12407,1285,18,0.4,0.17,0
4228,533,12,0.86,0.07,0
10331,883,15,0.48,0.06,0
3572,357,6,0.49,0.43,1
3035,564,19,0.68,0.45,0
8499,985,18,0.2,0.53,0
9754,1040,17,0.41,0.25,1
7395,893,14,0.09,0.41,0
6742,599,7,0.09,0.48,0
4497,437,10,0.83,0.13,0
9779,837,11,0.61,0.0,0
7653,681,23,0.94,0.59,0
12645,1174,22,0.12,0.39,0
12497,1143,10,0.09,0.16,0
12417,1256,18,1.0,0.19,1
10809,1134,2,0.75,0.62,0
2650,319,22,0.33,0.67,0
5319,728,23,0.21,0.23,0
12724,1223,15,0.86,0.07,0
2889,340,7,0.59,0.55,1
4510,653,19,0.39,0.53,0
10928,1132,5,0.79,0.2,0
6075,623,13,0.74,0.92,1
12988,1221,13,0.24,0.47,1
11394,1175,21,0.56,0.93,1
6603,768,2,0.78,0.64,0
9720,959,4,0.29,0.08,0
4748,595,6,0.04,0.75,0
8456,924,4,0.82,0.12,0
7191,699,9,0.31,0.81,0
8975,995,8,0.51,0.57,0
13298,1298,9,0.12,0.36,1
12678,1076,6,0.68,0.26,0
3749,629,15,0.87,0.83,1
13776,1118,2,0.13,0.97,0
1978,255,1,0.96,0.51,0
4524,511,2,0.08,0.59,0
10943,1119,20,0.25,0.26,0
11423,1135,21,0.6,0.92,0
11729,1094,4,0.51,0.2,0
4587,633,16,0.54,0.25,0
8026,876,15,0.1,0.63,0
9712,997,17,0.56,0.88,0
4288,668,6,0.76,0.43,0
5293,638,21,0.31,0.84,1
5010,620,8,0.55,0.67,1
7514,671,8,0.56,0.9,0
2584,266,16,0.74,0.78,0
3666,555,16,0.94,0.15,1
11629,1110,19,0.06,0.27,1
6614,732,12,0.24,0.85,0
6530,624,11,0.87,0.71,0
6990,845,4,0.89,0.91,0
1974,281,6,0.5,0.25,0
5097,466,19,0.54,0.23,1
2766,345,21,0.99,1.0,1
12519,1281,0,0.59,0.24,0
9231,873,13,0.99,0.58,1
11275,1083,15,0.0,0.95,0
8562,786,15,0.51,0.35,0
10407,1110,22,0.73,0.26,0
12364,1241,6,0.99,0.43,1
10846,944,17,0.4,0.66,1
13729,1130,0,0.08,0.17,1
1790,288,23,0.68,0.97,1
10305,1045,20,0.91,0.93,1
1019,204,0,0.33,0.01,0
13824,1196,5,0.73,0.8,1
12566,1183,4,0.56,0.36,0
1429,233,18,0.94,0.07,1
3176,581,20,0.25,0.52,0
13038,1209,10,0.68,0.78,0
8952,1018,13,0.48,0.39,1
1891,282,7,0.83,0.35,0
9569,980,0,0.06,0.01,0
7448,882,6,0.36,0.14,0
13907,1151,20,0.34,0.46,0
12428,1100,23,0.2,0.48,0
10502,899,13,0.32,0.56,0
12241,1005,12,0.83,0.35,0
6742,633,14,1.0,0.03,0
12411,1237,8,0.0,0.11,0
13623,1298,20,0.77,0.99,1
3200,436,19,0.71,0.32,0
7764,894,2,0.58,0.81,1
5904,734,17,0.77,0.15,1
11995,1079,21,0.14,0.55,0
9182,955,3,0.68,0.59,1
8829,722,13,0.66,0.78,0
11576,1124,12,0.11,0.76,1
13951,1176,6,0.84,0.94,0
3500,579,2,0.27,0.83,1
3690,598,6,0.72,0.34,0
5320,691,9,0.76,0.12,1
5746,498,8,0.25,0.26,0
9645,1046,7,0.24,0.35,0
2275,271,11,0.54,0.78,0
1143,225,8,0.63,0.7,0
3708,605,11,0.56,0.17,0
